day_of_season,running_count,timestamp,institution,location,subject_area
504,327,2021-05-19T16:59:54.453,University of Florida,Florida,"Arbovirus systems genetics, genomics, or engineering"
506,328,2021-05-21T08:54:25.044,SUNY-ESF,New York,Environmental and Natural Resources Conservation
508,329,2021-05-23T11:55:06.772,Michigan State University,Michigan,Isotope Biogeochemistry
511,330,2021-05-26T11:43:28.241,Texas A&M,Texas,Aquaculture or Fisheries Management
517,331,2021-06-01T14:50:58.526,Georgia Southern University,Georgia,Marine Science / Biology
528,332,2021-06-12T20:09:20.117,"University of California, Irvine",California,Biology
531,333,2021-06-15T08:53:48.450,Michigan State University,Michigan,Soil Science
537,334,2021-06-21T13:51:44.815,University of Toledo,Ohio,Wetland Ecology
537,335,2021-06-21T13:54:23.034,Oregon State University,Oregon,Fish Hatchery Research
542,336,2021-06-26T09:15:18.729,Upper Iowa University,Iowa,Biology - Fisheries
543,337,2021-06-27T16:09:20.224,Texas A&M University,Texas,Rangeland Management
129,1,2021-05-10T13:33:58.852,Utah State University,Utah,Terrestrial Ecosystem Ecology
133,2,2021-05-14T10:22:01.400,Texas A&M University,Texas,Oceanography
154,3,2021-06-04T17:06:31.939,University of Florida,Florida,Invasion Science
185,4,2021-07-05T12:16:30.363,SUNY ESF,New York,Forest Pathology & Forest Health
187,5,2021-07-07T14:32:34.254,University of Maine/GMRI,Maine,Marine Sciences (Fisheries Science)
190,6,2021-07-10T16:52:43.004,Lycoming College,Pennsylvania,Aquatic Ecology
193,7,2021-07-13T18:09:15.501,Harvard University,Massachusetts,Biostatistics
193,8,2021-07-13T22:58:42.176,Texas A&M,Texas,Evolutionary Genomics
194,9,2021-07-14T09:42:26.105,West Chester University of Pennsylvania,Pennsylvania,Genomics/Bioinformatics
194,10,2021-07-14T12:56:50.516,Baylor University,Texas,Microbial Ecology and Genomics
195,11,2021-07-15T10:24:06.677,Pennsylvania State University,Pennsylvania,Ecosystem Science and Management
196,12,2021-07-16T11:03:44.330,University of Michigan Medical School,Michigan,Genetics & Genomics
196,13,2021-07-16T16:24:49.544,CSU San Bernardino,California,Biology STEM Education
199,14,2021-07-19T11:56:03.237,Saint Louis University,Missouri,Organismal Biology
201,15,2021-07-21T13:47:57.204,University of Wisconsin-Milwaukee,Wisconsin,Microbial Genetics
201,16,2021-07-21T16:07:27.665,Saint Mary's College of Maryland,Maryland,Physical Oceanography
203,17,2021-07-23T18:17:45.699,University of Michigan,Michigan,Paleontology
204,18,2021-07-24T16:24:23.228,Villanova University,Pennsylvania,Environmental Science
206,19,2021-07-26T16:14:59.211,Midwestern State University,Texas,Ecology / Genetics
208,20,2021-07-28T22:39:20.224,University of Wisconsin-Madison,Wisconsin,Vector Biology / Ecology
209,21,2021-07-29T20:01:10.983,Davidson College,North Carolina,Behavioral Biology
210,22,2021-07-30T09:27:54.781,University of Missouri,Missouri,Fish Biology
212,23,2021-08-01T09:20:10.618,Kenyon College,Ohio,Integrative Biology
213,24,2021-08-02T16:11:30.980,Utah State University,Utah,Insect Ecology
213,25,2021-08-02T16:12:28.112,Utah State University,Utah,Microbial Ecology
214,26,2021-08-03T10:16:34.944,LUMCON (Lousiana Universities Marine Consortium),Louisiana,Coastal or Marine Science
214,27,2021-08-03T14:06:40.750,Salisbury University,Maryland,Microbiology (broad)
215,28,2021-08-04T10:51:00.376,Creighton University,Nebraska,Aquatic Ecology
215,29,2021-08-04T11:34:03.509,Southern Oregon University,Oregon,Genetics & Molecular Biology
215,30,2021-08-04T13:11:11.156,Columbia University,New York,Evolutionary Biology / Evolutionary Ecology
215,31,2021-08-04T14:15:23.713,University of Chicago,Illinois,Evolutionary Biology
215,32,2021-08-04T17:07:53.589,Wellesley College,Massachusetts,Vertebrate Physiology
216,33,2021-08-05T16:47:37.388,Oakland University,Michigan,Freshwater Ecology
217,34,2021-08-06T12:24:32.394,Utah State University,Utah,Predator Ecology
220,35,2021-08-09T17:51:19.410,Yale Microbial Sciences Institute,Connecticut,Microbiology
221,36,2021-08-10T09:26:22.392,NIH,Maryland,Biomedical
221,37,2021-08-10T10:02:12.679,SUNY ESF,New York,Indigenous Environmental Science
221,38,2021-08-10T15:08:47.300,Lake Forest College,Illinois,Organismal Biology
221,39,2021-08-10T15:40:11.275,College of the Holy Cross,Massachusetts,Ecology
222,40,2021-08-11T15:11:36.658,University of Georgia,Georgia,Conservation Genetics
223,41,2021-08-12T09:43:32.717,Texas A&M University,Texas,Ecology and Conservation Biology (Department Head)
223,42,2021-08-12T10:26:41.343,University of San Diego,California,Quantitative Biology
223,43,2021-08-12T14:22:06.570,Michigan State University,Michigan,Director of the Plant Resilience Institute
223,44,2021-08-12T15:00:37.351,Ohio State University,Ohio,Microbiology
223,45,2021-08-12T15:06:17.903,Queens University of Charlotte,North Carolina,Conservation Biology
224,46,2021-08-13T10:35:22.781,Duke University,North Carolina,Microbiome Biochemistry
224,47,2021-08-13T13:52:44.480,Southwestern Oklahoma State University,Oklahoma,Organismal Biology
224,48,2021-08-13T20:44:02.867,Cornell College,Iowa,Biology
225,49,2021-08-14T09:34:34.107,Sul Ross State University,Texas,Biology
225,50,2021-08-14T09:38:39.813,St. Olaf College,Minnesota,Biology/Environmental Studies
225,51,2021-08-14T09:45:13.192,Northern State University,South Dakota,"Biology, Genetics"
229,52,2021-08-18T07:38:46.081,North Carolina State University,North Carolina,Forestry
229,53,2021-08-18T14:14:05.437,University of Michigan,Michigan,Ecology / Evolutionary Biology
230,54,2021-08-19T10:02:38.454,"University of Arkansas, Fayetteville",Arkansas,Water Quality
230,55,2021-08-19T10:24:46.012,NC State,North Carolina,Genomics
231,56,2021-08-20T08:58:39.948,University of Dayton,Ohio,Global Change Biology
231,57,2021-08-20T09:45:59.735,University of Dayton,Ohio,Wildlife Conservation
231,58,2021-08-20T18:18:11.583,University of Pittsburgh,Pennsylvania,Computational Biology
232,59,2021-08-21T01:28:19.853,New York University,New York,Urban Ecology / Animal Welfare / Conservation
234,60,2021-08-23T11:13:50.749,University of Louisiana at Monroe,Louisiana,Vertebrate Organismal Biology
234,61,2021-08-23T17:36:48.564,Dartmouth College,New Hampshire,Host-Microbe Interactions
235,62,2021-08-24T20:31:50.057,Stanford University,California,Ecology
236,63,2021-08-25T13:26:59.023,Texas Tech Universtiy,Texas,Behavioral Endocrinology
236,64,2021-08-25T13:27:56.201,Texas Tech University,Texas,Immunology
236,65,2021-08-25T13:29:51.245,Texas Tech University,Texas,Biological Education Research
236,66,2021-08-25T16:27:47.548,Nazareth College,New York,Anatomy and Physiology
236,67,2021-08-25T19:32:14.412,Tennessee State University,Tennessee,Silviculture and Applied Forest Ecology
238,68,2021-08-27T22:15:42.861,Missouri Southern State University,Missouri,Biology
239,69,2021-08-28T18:23:33.435,University of Florida,Florida,Global Change Ecology
239,70,2021-08-28T23:08:22.923,Washington State University,Washington,Plant Physiology
240,71,2021-08-29T14:06:29.834,Broad Institute / MIT,Massachusetts,Biology
240,72,2021-08-29T14:10:53.386,Gonzaga University,Washington,Biology
241,73,2021-08-30T09:03:15.323,University of Miami,Florida,Ocean Science
241,74,2021-08-30T13:10:50.621,University of Minnesota,Minnesota,Genomics
241,75,2021-08-30T14:19:42.115,Southern Oregon University,Oregon,Animal Physiology
241,76,2021-08-30T20:34:57.682,Vanderbilt University,Tennessee,Evolutionary Biochemistry
242,77,2021-08-31T17:31:49.953,Penn State,Pennsylvania,Biology
243,78,2021-09-01T11:47:35.535,Rhodes College,Tennessee,Comparative Vertebrate Morphology / Anatomy
243,79,2021-09-01T11:48:40.501,Rhodes College,Tennessee,Molecular Biology
243,80,2021-09-01T11:50:19.032,Gonzaga University,Washington,Microbial Ecology
243,81,2021-09-01T15:33:52.081,University of Texas - El Paso,Texas,Behavioral Ecology
243,82,2021-09-01T20:38:16.891,Hamilton College,New York,Animal Physiology
245,83,2021-09-03T13:51:25.425,Emory University,Georgia,Psychology
245,84,2021-09-03T14:51:46.021,Texas A&M University - Corpus Christi,Texas,Marine Ecology
246,85,2021-09-04T19:00:21.578,Indiana University,Indiana,Soil Microbiology / Soil Ecology
247,86,2021-09-05T11:27:35.956,Regis University,Colorado,Ecology
247,87,2021-09-05T22:10:42.373,UC Santa Cruz,California,Evolutionary Biology
248,88,2021-09-06T08:01:39.247,Illinois State University,Illinois,Microbiology
248,89,2021-09-06T14:13:39.341,Vassar College,New York,"Environmental Justice, Environmental Racism, Climate Justice"
249,90,2021-09-07T08:36:02.127,UC Santa Cruz,California,Quantitative Biology
249,91,2021-09-07T13:54:25.945,Emory & Henry College,Virginia,Biology
249,92,2021-09-07T16:04:12.213,New York University,New York,Ecology and Evolution
249,93,2021-09-07T16:05:00.694,New York University,New York,"Cell, Dev, Organismal Bio"
249,94,2021-09-07T16:37:37.824,University of California-Berkeley,California,Plant Evolutionary Biology / Herbaria Director
249,95,2021-09-07T16:48:43.369,Oklahoma State University-Main Campus,Oklahoma,Plant Evolutionary Biologist
249,96,2021-09-07T20:08:51.494,University of Utah,Utah,Genetics
249,97,2021-09-07T20:10:50.481,Cal Tech,California,Biology
250,98,2021-09-08T10:49:47.902,Colgate University,New York,Aquatic Ecology
250,99,2021-09-08T11:46:25.236,American University,District of Columbia,Microbiology
250,100,2021-09-08T11:50:14.029,American University,District of Columbia,Virology
250,101,2021-09-08T13:20:51.587,University of Alabama at Birmingham,Alabama,Biology - Very broad search
250,102,2021-09-08T16:48:13.981,Belmont University,Tennessee,Microbiology
250,103,2021-09-08T16:48:59.144,Belmont University,Tennessee,Anatomy & Physiology
250,104,2021-09-08T17:44:55.421,California State University - Sacramento,California,Mammalian Physiology
251,105,2021-09-09T04:42:55.475,University of Tennessee,Tennessee,Disease Ecology
251,106,2021-09-09T07:49:57.169,University of La Verne,California,Biology
251,107,2021-09-09T07:52:49.431,Drexel University,Pennsylvania,Biology
251,108,2021-09-09T10:14:02.463,Western Connecticut State University,Connecticut,Plant Biology
251,109,2021-09-09T11:32:33.493,"Wheaton College, MA",Massachusetts,Biology
251,110,2021-09-09T15:18:12.155,College of Idaho,Idaho,Botany
251,111,2021-09-09T18:12:36.248,Wofford College,South Carolina,Biology (Ecology/Field-based)
251,112,2021-09-09T20:23:48.862,Ohio State University,Ohio,Computational Biology and/or Genomics
252,113,2021-09-10T08:27:15.864,University of South Carolina,South Carolina,Experimental Community Ecology
252,114,2021-09-10T08:29:22.440,Point Loma Nazarene University,California,Ecology / Evolution
252,115,2021-09-10T10:13:53.643,Fort Hays State University,Kansas,Rangeland Management
252,116,2021-09-10T10:14:59.179,Fort Hays State University,Kansas,Plant Biology
252,117,2021-09-10T16:30:20.293,University of Washington Tacoma,Washington,Ecology
252,118,2021-09-10T17:24:00.109,Furman University,South Carolina,Biology
252,119,2021-09-10T18:56:09.823,Fred Hutchinson Cancer Research Institute,Washington,Viral Evolution / Phylodynamics / Genomic Epidemiology
252,120,2021-09-10T19:30:05.663,Boston University,Massachusetts,Evolutionary Biology
252,121,2021-09-10T19:31:30.967,Boston University,Massachusetts,Coastal Marine Science
253,122,2021-09-11T14:29:12.671,University of Florida,Florida,Quantitative Fisheries Science
253,123,2021-09-11T14:31:49.281,University of Florida,Florida,Molecular Ecology of Arthropods or Nematodes
253,124,2021-09-11T14:33:47.530,University of Illinois Urbana-Champaign,Illinois,Insect Toxicology
253,125,2021-09-11T15:25:19.277,Missouri University of Science & Technology,Missouri,Genetics
253,126,2021-09-11T15:41:32.457,Worcester State University,Massachusetts,Biology
253,127,2021-09-11T15:57:14.872,Wesleyan University,Connecticut,Neuroscience and Behavior
253,128,2021-09-11T16:02:56.344,Williams College,Massachusetts,Biochem/Molecular Bio
253,129,2021-09-11T16:09:00.394,San Francisco State University,California,Health Equity & One Health
253,130,2021-09-11T22:01:53.922,Virginia Museum of Natural History,Virginia,Herpetology
254,131,2021-09-12T14:06:28.158,University of Illinois Urbana-Champaign,Illinois,Insect Biodiversity
254,132,2021-09-12T23:00:32.487,Truman State University,Missouri,Biology
255,133,2021-09-13T12:12:48.749,University of Utah,Utah,Plant Physiology / Plant Ecology
255,134,2021-09-13T20:57:36.087,University of Idaho,Idaho,Modeling & Data Science
256,135,2021-09-14T07:13:19.767,University of Georgia,Georgia,VetMed-Infectious Diseases
256,136,2021-09-14T16:26:33.445,Virginia Tech,Virginia,Wildlife Ecology
256,137,2021-09-14T16:51:43.815,Ursinus College,Pennsylvania,Environmental Studies
257,138,2021-09-15T08:42:46.771,West Virginia University,West Virginia,Forest Ecosystem Physiologist
257,139,2021-09-15T11:22:16.329,University of New Mexico,New Mexico,Freshwater Ecosystem Ecology
257,140,2021-09-15T15:42:02.411,Yale University,Connecticut,Ecosystem Ecology
257,141,2021-09-15T17:24:39.020,University of Kentucky,Kentucky,Biology
257,142,2021-09-15T17:45:26.842,University of North Florida,Florida,Environmental Physiology
257,143,2021-09-15T17:48:34.926,Abraham Baldwin Agricultural College,Georgia,Wildlife Ecology & Management
257,144,2021-09-15T21:49:01.423,Texas A&M International University,Texas,Physiology
257,145,2021-09-15T21:51:45.333,Texas A&M International University,Texas,Molecular biology
258,146,2021-09-16T09:04:11.272,Utah State University,Utah,Climate Data Analysis
258,147,2021-09-16T09:05:44.474,Utah State University,Utah,Climate Resiliency Extension Specialist
258,148,2021-09-16T09:07:28.087,University of Florida,Florida,Natural Resource Economics
259,149,2021-09-17T08:54:01.681,Virginia Tech University,Virginia,Freshwater Fish Ecology
259,150,2021-09-17T09:01:05.238,University of North Florida,Florida,Coastal Plant Ecology
259,151,2021-09-17T09:52:58.676,Washington University Saint Louis,Missouri,Urban Biology & Environmental Justice
259,152,2021-09-17T11:36:11.949,Old Dominion University,Virginia,Invertebrate Biology
259,153,2021-09-17T14:31:38.707,Eckerd College,Florida,Evolutionary Biology
259,154,2021-09-17T22:48:54.888,Chapman University,California,Sciences
260,155,2021-09-18T06:16:03.963,Francis Marion University,South Carolina,Water Quality
260,156,2021-09-18T10:58:55.324,Lehigh Universirty,Pennsylvania,Earth & Environmental Sciences
260,157,2021-09-18T11:04:02.370,Sacramento State University,California,Natural Resources Geographer
260,158,2021-09-18T14:32:46.036,Berry College,Georgia,Vertebrate Physiology
260,159,2021-09-18T21:28:16.956,Swarthmore College,Pennsylvania,Behavioral Neuroscience
261,160,2021-09-19T10:20:08.118,University of Connecticut,Connecticut,Microbiology
261,161,2021-09-19T22:00:08.670,Oklahoma State University,Oklahoma,Vertebrate Systematic Biologist
262,162,2021-09-20T13:37:02.504,University of Memphis,Tennessee,Neuroethology
262,163,2021-09-20T14:59:15.202,Louisiana State University,Louisiana,Field Crops Entomologist
262,164,2021-09-20T15:17:42.605,Providence College,Rhode Island,Neuroscience
263,165,2021-09-21T08:24:50.021,DePaul University,Illinois,Urban Ecology
263,166,2021-09-21T14:43:10.604,Michigan State University,Michigan,Forest Genetics / Genomics
263,167,2021-09-21T17:58:33.409,California Lutheran University,California,Animal Physiology
263,168,2021-09-21T20:35:40.808,University of Wisconsin Eau Claire,Wisconsin,Vertebrate Ecology
263,169,2021-09-21T20:37:50.196,University of Nebraska Omaha,Nebraska,Ecology
264,170,2021-09-22T16:34:31.149,Hampton University,Virginia,Marine & Environmental Science
264,171,2021-09-22T19:06:46.213,UNC Charlotte,North Carolina,Computational Biology
265,172,2021-09-23T10:13:24.584,Michigan State University,Michigan,Plant Ecology
